model;fold;micro_f1;macro_f1;weighted_f1;cm;Imputation;Normalization;PXD
LogisticRegression;27;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [3 3 1 0 6 2 5 1 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;NSAF;PXD000612
SVC;27;0.0;0.0;0.0;"[[ 0  0]
 [22  0]]";KNNImpute;NSAF;PXD000612
RandomForestClassifier;27;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [4 9 2 1 0 1 4 1]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]";KNNImpute;NSAF;PXD000612
LGBMClassifier;27;0.0454545454545454;0.008695652173913;0.0869565217391304;"[[0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [6 1 3 1 5 2 1 1 1 1]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0 0]]";KNNImpute;NSAF;PXD000612
LogisticRegression;27;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [4 4 2 3 0 3 4 1 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;ComBat;PXD000612
SVC;27;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [ 2 20  0]]";KNNImpute;ComBat;PXD000612
RandomForestClassifier;27;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [ 0  0  0  0]
 [12  9  1  0]]";KNNImpute;ComBat;PXD000612
LGBMClassifier;27;0.0;0.0;0.0;"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 8 10  1  0  1  1  1]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]]";KNNImpute;ComBat;PXD000612
LogisticRegression;27;0.0454545454545454;0.0096618357487922;0.0869565217391304;"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [7 5 1 1 3 1 2 1 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;Quantile;PXD000612
SVC;27;0.0;0.0;0.0;"[[ 0  0]
 [22  0]]";KNNImpute;Quantile;PXD000612
RandomForestClassifier;27;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [10 10  1  0  1]
 [ 0  0  0  0  0]]";KNNImpute;Quantile;PXD000612
LGBMClassifier;27;0.0;0.0;0.0;"[[ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [11  6  1  0  2  1  1]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]
 [ 0  0  0  0  0  0  0]]";KNNImpute;Quantile;PXD000612
LogisticRegression;27;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [3 6 1 0 4 2 3 2 1]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD000612
SVC;27;0.0;0.0;0.0;"[[ 0  0]
 [22  0]]";KNNImpute;Median Norm;PXD000612
RandomForestClassifier;27;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 5 12  0  4  1]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]]";KNNImpute;Median Norm;PXD000612
LGBMClassifier;27;0.0;0.0;0.0;"[[ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]
 [ 2 13  1  0  5  1]
 [ 0  0  0  0  0  0]
 [ 0  0  0  0  0  0]]";KNNImpute;Median Norm;PXD000612
LogisticRegression;27;0.3181818181818182;0.2413793103448276;0.4827586206896552;"[[ 0  0]
 [15  7]]";PCA;NSAF;PXD000612
SVC;27;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [ 3 19  0]]";PCA;NSAF;PXD000612
RandomForestClassifier;27;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [12 10  0]]";PCA;NSAF;PXD000612
LGBMClassifier;27;0.8181818181818182;0.45;0.9;"[[ 0  0]
 [ 4 18]]";PCA;NSAF;PXD000612
LogisticRegression;27;0.0;0.0;0.0;"[[ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [ 0  0  0  0  0]
 [14  1  2  0  5]
 [ 0  0  0  0  0]]";PCA;ComBat;PXD000612
SVC;27;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [17  5  0]]";PCA;ComBat;PXD000612
RandomForestClassifier;27;0.0;0.0;0.0;"[[ 0  0  0  0]
 [ 0  0  0  0]
 [18  3  0  1]
 [ 0  0  0  0]]";PCA;ComBat;PXD000612
LGBMClassifier;27;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0]
 [5 0 1 3 1 3 8 1]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]]";PCA;ComBat;PXD000612
LogisticRegression;27;1.0;1.0;1.0;[[22]];PCA;Quantile;PXD000612
SVC;27;0.4090909090909091;0.2903225806451613;0.5806451612903226;"[[ 0  0]
 [13  9]]";PCA;Quantile;PXD000612
RandomForestClassifier;27;0.0;0.0;0.0;"[[ 0  0  0]
 [ 0  0  0]
 [ 1 21  0]]";PCA;Quantile;PXD000612
LGBMClassifier;27;0.5909090909090909;0.2476190476190476;0.7428571428571428;"[[ 0  0  0]
 [ 0  0  0]
 [ 8  1 13]]";PCA;Quantile;PXD000612
LogisticRegression;27;1.0;1.0;1.0;[[22]];PCA;Median Norm;PXD000612
SVC;27;0.9545454545454546;0.4883720930232558;0.9767441860465116;"[[ 0  0]
 [ 1 21]]";PCA;Median Norm;PXD000612
RandomForestClassifier;27;0.0454545454545454;0.0289855072463768;0.0869565217391304;"[[ 0  0  0]
 [ 0  0  0]
 [ 9 12  1]]";PCA;Median Norm;PXD000612
LGBMClassifier;27;0.9090909090909092;0.4761904761904761;0.9523809523809524;"[[ 0  0]
 [ 2 20]]";PCA;Median Norm;PXD000612
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0]
 [1 0 6]
 [0 0 0]]";KNN+LOD;NSAF;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0 0]
 [2 0 2 3]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;NSAF;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [6 0 1]
 [0 0 0]]";KNN+LOD;NSAF;PXD002613
LGBMClassifier;28;0.5714285714285714;0.1818181818181818;0.7272727272727273;"[[4 1 1 1]
 [0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;NSAF;PXD002613
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0 0]
 [1 0 3 3]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;ComBat;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0 0]
 [2 0 3 2]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;ComBat;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [6 0 1]
 [0 0 0]]";KNN+LOD;ComBat;PXD002613
LGBMClassifier;28;0.0;0.0;0.0;"[[0 4 1 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNN+LOD;ComBat;PXD002613
LogisticRegression;28;0.7142857142857143;0.4166666666666666;0.8333333333333333;"[[5 2]
 [0 0]]";KNN+LOD;Quantile;PXD002613
SVC;28;0.2857142857142857;0.2222222222222222;0.4444444444444445;"[[0 0]
 [5 2]]";KNN+LOD;Quantile;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";KNN+LOD;Quantile;PXD002613
LGBMClassifier;28;0.8571428571428571;0.4615384615384615;0.923076923076923;"[[6 1]
 [0 0]]";KNN+LOD;Quantile;PXD002613
LogisticRegression;28;0.5714285714285714;0.3636363636363636;0.7272727272727273;"[[4 3]
 [0 0]]";KNN+LOD;Median Norm;PXD002613
SVC;28;0.5714285714285714;0.3636363636363636;0.7272727272727273;"[[4 3]
 [0 0]]";KNN+LOD;Median Norm;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [6 0 1]
 [0 0 0]]";KNN+LOD;Median Norm;PXD002613
LGBMClassifier;28;1.0;1.0;1.0;[[7]];KNN+LOD;Median Norm;PXD002613
LogisticRegression;28;0.4285714285714285;0.3;0.6;"[[3 4]
 [0 0]]";PCA+LOD;NSAF;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 6 0]]";PCA+LOD;NSAF;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";PCA+LOD;NSAF;PXD002613
LGBMClassifier;28;0.4285714285714285;0.15;0.6;"[[3 2 1 1]
 [0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]]";PCA+LOD;NSAF;PXD002613
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0]
 [3 0 4]
 [0 0 0]]";PCA+LOD;ComBat;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0]
 [4 0 3]
 [0 0 0]]";PCA+LOD;ComBat;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [6 0 1]
 [0 0 0]]";PCA+LOD;ComBat;PXD002613
LGBMClassifier;28;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 0 2 1 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";PCA+LOD;ComBat;PXD002613
LogisticRegression;28;0.7142857142857143;0.2777777777777777;0.8333333333333333;"[[0 0 0]
 [1 5 1]
 [0 0 0]]";PCA+LOD;Quantile;PXD002613
SVC;28;0.2857142857142857;0.2222222222222222;0.4444444444444445;"[[0 0]
 [5 2]]";PCA+LOD;Quantile;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";PCA+LOD;Quantile;PXD002613
LGBMClassifier;28;0.8571428571428571;0.4615384615384615;0.923076923076923;"[[6 1]
 [0 0]]";PCA+LOD;Quantile;PXD002613
LogisticRegression;28;0.8571428571428571;0.4615384615384615;0.923076923076923;"[[6 1]
 [0 0]]";PCA+LOD;Median Norm;PXD002613
SVC;28;0.2857142857142857;0.1481481481481481;0.4444444444444445;"[[0 0 0]
 [0 0 0]
 [1 4 2]]";PCA+LOD;Median Norm;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";PCA+LOD;Median Norm;PXD002613
LGBMClassifier;28;0.7142857142857143;0.2777777777777777;0.8333333333333333;"[[0 0 0]
 [1 5 1]
 [0 0 0]]";PCA+LOD;Median Norm;PXD002613
LogisticRegression;28;0.5714285714285714;0.3636363636363636;0.7272727272727273;"[[4 3]
 [0 0]]";Shifted Gaussian;NSAF;PXD002613
SVC;28;0.4285714285714285;0.3;0.6;"[[3 4]
 [0 0]]";Shifted Gaussian;NSAF;PXD002613
RandomForestClassifier;28;0.4285714285714285;0.15;0.6;"[[0 0 0 0]
 [1 3 2 1]
 [0 0 0 0]
 [0 0 0 0]]";Shifted Gaussian;NSAF;PXD002613
LGBMClassifier;28;0.7142857142857143;0.2777777777777777;0.8333333333333333;"[[5 1 1]
 [0 0 0]
 [0 0 0]]";Shifted Gaussian;NSAF;PXD002613
LogisticRegression;28;0.4285714285714285;0.3;0.6;"[[3 4]
 [0 0]]";Shifted Gaussian;ComBat;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0]
 [3 0 4]
 [0 0 0]]";Shifted Gaussian;ComBat;PXD002613
RandomForestClassifier;28;0.2857142857142857;0.1481481481481481;0.4444444444444445;"[[0 0 0]
 [4 2 1]
 [0 0 0]]";Shifted Gaussian;ComBat;PXD002613
LGBMClassifier;28;0.4285714285714285;0.12;0.6;"[[3 1 1 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";Shifted Gaussian;ComBat;PXD002613
LogisticRegression;28;0.5714285714285714;0.3636363636363636;0.7272727272727273;"[[4 3]
 [0 0]]";Shifted Gaussian;Quantile;PXD002613
SVC;28;0.4285714285714285;0.3;0.6;"[[3 4]
 [0 0]]";Shifted Gaussian;Quantile;PXD002613
RandomForestClassifier;28;0.1428571428571428;0.0833333333333333;0.25;"[[0 0 0]
 [4 1 2]
 [0 0 0]]";Shifted Gaussian;Quantile;PXD002613
LGBMClassifier;28;0.7142857142857143;0.2777777777777777;0.8333333333333333;"[[5 1 1]
 [0 0 0]
 [0 0 0]]";Shifted Gaussian;Quantile;PXD002613
LogisticRegression;28;0.4285714285714285;0.3;0.6;"[[3 4]
 [0 0]]";Shifted Gaussian;Median Norm;PXD002613
SVC;28;0.4285714285714285;0.3;0.6;"[[3 4]
 [0 0]]";Shifted Gaussian;Median Norm;PXD002613
RandomForestClassifier;28;0.4285714285714285;0.1999999999999999;0.6;"[[0 0 0]
 [1 3 3]
 [0 0 0]]";Shifted Gaussian;Median Norm;PXD002613
LGBMClassifier;28;0.8571428571428571;0.4615384615384615;0.923076923076923;"[[6 1]
 [0 0]]";Shifted Gaussian;Median Norm;PXD002613
LogisticRegression;28;0.2857142857142857;0.074074074074074;0.4444444444444445;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 1 1 2 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;NSAF;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";KNNImpute;NSAF;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [3 1 0 1 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;NSAF;PXD002613
LGBMClassifier;28;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [2 0 1 2 1 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;NSAF;PXD002613
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 2 0 1 1 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";KNNImpute;ComBat;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";KNNImpute;ComBat;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 5 0]]";KNNImpute;ComBat;PXD002613
LGBMClassifier;28;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [2 1 1 0 2 1]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;ComBat;PXD002613
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [1 0 1 1 2 2]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]]";KNNImpute;Quantile;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";KNNImpute;Quantile;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [3 3 0 1]
 [0 0 0 0]]";KNNImpute;Quantile;PXD002613
LGBMClassifier;28;0.4285714285714285;0.12;0.6;"[[0 0 0 0 0]
 [1 3 1 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;Quantile;PXD002613
LogisticRegression;28;0.1428571428571428;0.05;0.25;"[[0 0 0 0 0]
 [2 1 1 2 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;Median Norm;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0]
 [7 0]]";KNNImpute;Median Norm;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0 0]
 [4 0 2 1]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;Median Norm;PXD002613
LGBMClassifier;28;0.0;0.0;0.0;"[[0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [1 1 0 2 1 1 1]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD002613
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0]
 [3 0 4]
 [0 0 0]]";PCA;NSAF;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0]
 [5 0 2]
 [0 0 0]]";PCA;NSAF;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [6 0 1]
 [0 0 0]]";PCA;NSAF;PXD002613
LGBMClassifier;28;0.0;0.0;0.0;"[[0 0 0 0]
 [2 0 4 1]
 [0 0 0 0]
 [0 0 0 0]]";PCA;NSAF;PXD002613
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0 0]
 [4 0 1 2]
 [0 0 0 0]
 [0 0 0 0]]";PCA;ComBat;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0 0]
 [4 0 1 2]
 [0 0 0 0]
 [0 0 0 0]]";PCA;ComBat;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [6 0 1]
 [0 0 0]]";PCA;ComBat;PXD002613
LGBMClassifier;28;0.0;0.0;0.0;"[[0 0 0 0]
 [2 0 4 1]
 [0 0 0 0]
 [0 0 0 0]]";PCA;ComBat;PXD002613
LogisticRegression;28;0.0;0.0;0.0;"[[0 0 0]
 [4 0 3]
 [0 0 0]]";PCA;Quantile;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0]
 [4 0 3]
 [0 0 0]]";PCA;Quantile;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [6 0 1]
 [0 0 0]]";PCA;Quantile;PXD002613
LGBMClassifier;28;0.7142857142857143;0.4166666666666666;0.8333333333333333;"[[5 2]
 [0 0]]";PCA;Quantile;PXD002613
LogisticRegression;28;0.2857142857142857;0.1481481481481481;0.4444444444444445;"[[0 0 0]
 [1 2 4]
 [0 0 0]]";PCA;Median Norm;PXD002613
SVC;28;0.0;0.0;0.0;"[[0 0 0]
 [4 0 3]
 [0 0 0]]";PCA;Median Norm;PXD002613
RandomForestClassifier;28;0.0;0.0;0.0;"[[0 0 0]
 [5 0 2]
 [0 0 0]]";PCA;Median Norm;PXD002613
LGBMClassifier;28;0.4285714285714285;0.1999999999999999;0.6;"[[0 0 0]
 [2 3 2]
 [0 0 0]]";PCA;Median Norm;PXD002613
LogisticRegression;29;1.0;1.0;1.0;[[4]];KNN+LOD;NSAF;PXD004182
SVC;29;1.0;1.0;1.0;[[4]];KNN+LOD;NSAF;PXD004182
RandomForestClassifier;29;0.25;0.1333333333333333;0.4;"[[0 0 0]
 [0 0 0]
 [1 2 1]]";KNN+LOD;NSAF;PXD004182
LGBMClassifier;29;0.0;0.0;0.0;"[[0 0 0]
 [3 0 1]
 [0 0 0]]";KNN+LOD;NSAF;PXD004182
LogisticRegression;29;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [3 1 0]]";KNN+LOD;ComBat;PXD004182
SVC;29;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 2 0]]";KNN+LOD;ComBat;PXD004182
RandomForestClassifier;29;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNN+LOD;ComBat;PXD004182
LGBMClassifier;29;0.0;0.0;0.0;"[[0 0 0 0]
 [1 0 1 2]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;ComBat;PXD004182
LogisticRegression;29;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD004182
SVC;29;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD004182
RandomForestClassifier;29;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD004182
LGBMClassifier;29;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD004182
LogisticRegression;29;1.0;1.0;1.0;[[4]];KNN+LOD;Median Norm;PXD004182
SVC;29;1.0;1.0;1.0;[[4]];KNN+LOD;Median Norm;PXD004182
RandomForestClassifier;29;1.0;1.0;1.0;[[4]];KNN+LOD;Median Norm;PXD004182
LGBMClassifier;29;0.5;0.2222222222222222;0.6666666666666666;"[[0 0 0]
 [1 2 1]
 [0 0 0]]";KNN+LOD;Median Norm;PXD004182
LogisticRegression;29;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";PCA+LOD;NSAF;PXD004182
SVC;29;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";PCA+LOD;NSAF;PXD004182
RandomForestClassifier;29;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [1 2 1 0]]";PCA+LOD;NSAF;PXD004182
LGBMClassifier;29;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [2 2 0]]";PCA+LOD;NSAF;PXD004182
LogisticRegression;29;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 3 0]]";PCA+LOD;ComBat;PXD004182
SVC;29;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [3 1 0]]";PCA+LOD;ComBat;PXD004182
RandomForestClassifier;29;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 3 0]]";PCA+LOD;ComBat;PXD004182
LGBMClassifier;29;0.0;0.0;0.0;"[[0 0 0]
 [2 0 2]
 [0 0 0]]";PCA+LOD;ComBat;PXD004182
LogisticRegression;29;1.0;1.0;1.0;[[4]];PCA+LOD;Quantile;PXD004182
SVC;29;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";PCA+LOD;Quantile;PXD004182
RandomForestClassifier;29;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA+LOD;Quantile;PXD004182
LGBMClassifier;29;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 2 0 1]
 [0 0 0 0]]";PCA+LOD;Quantile;PXD004182
LogisticRegression;29;0.75;0.4285714285714285;0.8571428571428571;"[[0 0]
 [1 3]]";PCA+LOD;Median Norm;PXD004182
SVC;29;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";PCA+LOD;Median Norm;PXD004182
RandomForestClassifier;29;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 3 0]]";PCA+LOD;Median Norm;PXD004182
LGBMClassifier;29;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 2 0 1]
 [0 0 0 0]]";PCA+LOD;Median Norm;PXD004182
LogisticRegression;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD004182
SVC;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD004182
RandomForestClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD004182
LGBMClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD004182
LogisticRegression;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;ComBat;PXD004182
SVC;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;ComBat;PXD004182
RandomForestClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;ComBat;PXD004182
LGBMClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;ComBat;PXD004182
LogisticRegression;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD004182
SVC;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD004182
RandomForestClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD004182
LGBMClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD004182
LogisticRegression;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD004182
SVC;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD004182
RandomForestClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD004182
LGBMClassifier;29;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD004182
LogisticRegression;29;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 1 0 2]
 [0 0 0 0]]";KNNImpute;NSAF;PXD004182
SVC;29;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;NSAF;PXD004182
RandomForestClassifier;29;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 0 1]
 [0 0 0 0]]";KNNImpute;NSAF;PXD004182
LGBMClassifier;29;0.25;0.1;0.4;"[[1 1 1 1]
 [0 0 0 0]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;NSAF;PXD004182
LogisticRegression;29;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 1 1 0 1]
 [0 0 0 0 0]]";KNNImpute;ComBat;PXD004182
SVC;29;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;ComBat;PXD004182
RandomForestClassifier;29;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;ComBat;PXD004182
LGBMClassifier;29;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [1 1 0 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;ComBat;PXD004182
LogisticRegression;29;0.0;0.0;0.0;"[[0 0 0 0]
 [2 0 1 1]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;Quantile;PXD004182
SVC;29;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;Quantile;PXD004182
