model;fold;micro_f1;macro_f1;weighted_f1;cm;Imputation;Normalization;PXD
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA+LOD;Median Norm;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA+LOD;Median Norm;PXD000661
LGBMClassifier;11;0.3333333333333333;0.1999999999999999;0.1999999999999999;"[[3 0 0]
 [0 0 0]
 [4 2 0]]";PCA+LOD;Median Norm;PXD000661
LogisticRegression;11;0.6666666666666666;0.6666666666666666;0.6666666666666666;"[[3 0]
 [3 3]]";Shifted Gaussian;NSAF;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0 0]
 [1 0 2 0]
 [0 0 0 0]
 [6 0 0 0]]";Shifted Gaussian;NSAF;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";Shifted Gaussian;NSAF;PXD000661
LGBMClassifier;11;0.3333333333333333;0.25;0.3333333333333333;"[[0 0 0 0]
 [0 3 0 0]
 [0 0 0 0]
 [4 0 2 0]]";Shifted Gaussian;NSAF;PXD000661
LogisticRegression;11;0.3333333333333333;0.25;0.3333333333333333;"[[3 0 0 0]
 [0 0 0 0]
 [0 0 0 0]
 [0 5 1 0]]";Shifted Gaussian;ComBat;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 2 0 0]
 [0 6 0 0]]";Shifted Gaussian;ComBat;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [3 0 0 0 0]
 [0 0 0 0 0]
 [0 5 0 1 0]]";Shifted Gaussian;ComBat;PXD000661
LGBMClassifier;11;0.2222222222222222;0.1333333333333333;0.2666666666666667;"[[0 0 0 0 0 0]
 [0 2 0 1 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [3 0 1 0 2 0]]";Shifted Gaussian;ComBat;PXD000661
LogisticRegression;11;0.8888888888888888;0.6363636363636364;0.9393939393939392;"[[3 0 0]
 [0 0 0]
 [0 1 5]]";Shifted Gaussian;Quantile;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";Shifted Gaussian;Quantile;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";Shifted Gaussian;Quantile;PXD000661
LGBMClassifier;11;0.6666666666666666;0.5333333333333333;0.8000000000000002;"[[0 0 0]
 [1 2 0]
 [2 0 4]]";Shifted Gaussian;Quantile;PXD000661
LogisticRegression;11;0.8888888888888888;0.8831168831168831;0.8917748917748918;"[[3 0]
 [1 5]]";Shifted Gaussian;Median Norm;PXD000661
SVC;11;0.2222222222222222;0.2666666666666666;0.2666666666666667;"[[0 0 0]
 [1 2 0]
 [6 0 0]]";Shifted Gaussian;Median Norm;PXD000661
RandomForestClassifier;11;0.1111111111111111;0.125;0.1666666666666666;"[[0 0 0 0]
 [2 1 0 0]
 [0 0 0 0]
 [5 0 1 0]]";Shifted Gaussian;Median Norm;PXD000661
LGBMClassifier;11;0.3333333333333333;0.1499999999999999;0.2499999999999999;"[[0 0 0 0 0]
 [0 3 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [2 2 1 1 0]]";Shifted Gaussian;Median Norm;PXD000661
LogisticRegression;11;0.4444444444444444;0.1333333333333333;0.5333333333333334;"[[0 0 0 0 0 0]
 [2 0 0 1 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 1 0 1 4]]";KNNImpute;NSAF;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";KNNImpute;NSAF;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [2 0 0 0 1]
 [0 0 0 0 0]
 [3 0 3 0 0]
 [0 0 0 0 0]]";KNNImpute;NSAF;PXD000661
LGBMClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0]
 [1 0 0 0 1 0 1 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 3 1 0 2 0 0]]";KNNImpute;NSAF;PXD000661
LogisticRegression;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 3]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [1 0 3 2 0]]";KNNImpute;ComBat;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";KNNImpute;ComBat;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";KNNImpute;ComBat;PXD000661
LGBMClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [3 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [4 0 1 1 0]]";KNNImpute;ComBat;PXD000661
LogisticRegression;11;0.3333333333333333;0.1111111111111111;0.4444444444444444;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [3 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 1 0 1 1 3]]";KNNImpute;Quantile;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";KNNImpute;Quantile;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 1 0 1 0 0]
 [0 0 0 0 0 0]
 [1 2 0 2 0 1]
 [0 0 0 0 0 0]]";KNNImpute;Quantile;PXD000661
LGBMClassifier;11;0.3333333333333333;0.1666666666666666;0.5;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 1 0 2 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [2 1 0 1 0 2]]";KNNImpute;Quantile;PXD000661
LogisticRegression;11;0.2222222222222222;0.0833333333333333;0.3333333333333333;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 2 0 1 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 0 0 0 3 2]]";KNNImpute;Median Norm;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";KNNImpute;Median Norm;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [0 3 0 0 0 0]
 [0 0 0 0 0 0]
 [2 1 0 2 0 1]
 [0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD000661
LGBMClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 3 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [0 0 0 0 0 0 0 0]
 [1 1 0 1 1 1 0 1]
 [0 0 0 0 0 0 0 0]]";KNNImpute;Median Norm;PXD000661
LogisticRegression;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [3 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [4 0 1 1 0]]";PCA;NSAF;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA;NSAF;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 3 0 0]
 [3 3 0 0]]";PCA;NSAF;PXD000661
LGBMClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [1 2 0 0 0]
 [0 0 0 0 0]
 [3 0 0 3 0]]";PCA;NSAF;PXD000661
LogisticRegression;11;0.0;0.0;0.0;"[[0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 2 0 0 0 0]
 [0 0 0 0 0 0]
 [0 0 0 0 0 0]
 [1 0 2 1 2 0]]";PCA;ComBat;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA;ComBat;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [1 2 0 0 0]
 [0 0 0 0 0]
 [0 5 0 1 0]]";PCA;ComBat;PXD000661
LGBMClassifier;11;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [1 2 0 0 0]
 [0 0 0 0 0]
 [1 0 0 5 0]]";PCA;ComBat;PXD000661
LogisticRegression;11;0.3333333333333333;0.3333333333333333;0.3333333333333333;"[[0 0 0]
 [0 3 0]
 [6 0 0]]";PCA;Quantile;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA;Quantile;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA;Quantile;PXD000661
LGBMClassifier;11;0.4444444444444444;0.2571428571428571;0.5238095238095238;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 3 0 0]
 [0 0 0 0 0]
 [1 3 0 1 1]]";PCA;Quantile;PXD000661
LogisticRegression;11;0.2222222222222222;0.2666666666666666;0.2666666666666667;"[[0 0 0]
 [1 2 0]
 [6 0 0]]";PCA;Median Norm;PXD000661
SVC;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA;Median Norm;PXD000661
RandomForestClassifier;11;0.0;0.0;0.0;"[[0 0 0]
 [3 0 0]
 [6 0 0]]";PCA;Median Norm;PXD000661
LGBMClassifier;11;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [0 3 0 0]
 [1 3 2 0]]";PCA;Median Norm;PXD000661
LogisticRegression;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;NSAF;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;NSAF;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;NSAF;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;NSAF;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNN+LOD;ComBat;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;ComBat;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;ComBat;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;ComBat;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Quantile;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Quantile;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Quantile;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Quantile;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Median Norm;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Median Norm;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Median Norm;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNN+LOD;Median Norm;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";PCA+LOD;NSAF;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;NSAF;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;NSAF;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 1 1]
 [0 0 0]
 [0 0 0]]";PCA+LOD;NSAF;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";PCA+LOD;ComBat;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;ComBat;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";PCA+LOD;ComBat;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";PCA+LOD;ComBat;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Quantile;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";PCA+LOD;Median Norm;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Median Norm;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA+LOD;Median Norm;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";PCA+LOD;Median Norm;PXD008381
LogisticRegression;12;1.0;1.0;1.0;[[2]];Shifted Gaussian;NSAF;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";Shifted Gaussian;NSAF;PXD008381
RandomForestClassifier;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";Shifted Gaussian;NSAF;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";Shifted Gaussian;NSAF;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";Shifted Gaussian;ComBat;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";Shifted Gaussian;ComBat;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";Shifted Gaussian;ComBat;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";Shifted Gaussian;ComBat;PXD008381
LogisticRegression;12;0.5;0.3333333333333333;0.6666666666666666;"[[1 1]
 [0 0]]";Shifted Gaussian;Quantile;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";Shifted Gaussian;Quantile;PXD008381
RandomForestClassifier;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";Shifted Gaussian;Quantile;PXD008381
LGBMClassifier;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";Shifted Gaussian;Quantile;PXD008381
LogisticRegression;12;0.5;0.3333333333333333;0.6666666666666666;"[[1 1]
 [0 0]]";Shifted Gaussian;Median Norm;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";Shifted Gaussian;Median Norm;PXD008381
RandomForestClassifier;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";Shifted Gaussian;Median Norm;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";Shifted Gaussian;Median Norm;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNNImpute;NSAF;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNNImpute;NSAF;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNNImpute;NSAF;PXD008381
LGBMClassifier;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";KNNImpute;NSAF;PXD008381
LogisticRegression;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";KNNImpute;ComBat;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNNImpute;ComBat;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNNImpute;ComBat;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";KNNImpute;ComBat;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNNImpute;Quantile;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNNImpute;Quantile;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";KNNImpute;Quantile;PXD008381
LGBMClassifier;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";KNNImpute;Quantile;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";KNNImpute;Median Norm;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";KNNImpute;Median Norm;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 1 1]
 [0 0 0]
 [0 0 0]]";KNNImpute;Median Norm;PXD008381
LGBMClassifier;12;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [1 1]]";KNNImpute;Median Norm;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 2]
 [0 0]]";PCA;NSAF;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;NSAF;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;NSAF;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";PCA;NSAF;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 1 1]
 [0 0 0]
 [0 0 0]]";PCA;ComBat;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;ComBat;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";PCA;ComBat;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";PCA;ComBat;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [1 1 0]]";PCA;Quantile;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;Quantile;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;Quantile;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;Quantile;PXD008381
LogisticRegression;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;Median Norm;PXD008381
SVC;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;Median Norm;PXD008381
RandomForestClassifier;12;0.0;0.0;0.0;"[[0 0]
 [2 0]]";PCA;Median Norm;PXD008381
LGBMClassifier;12;0.0;0.0;0.0;"[[0 0 0]
 [1 0 1]
 [0 0 0]]";PCA;Median Norm;PXD008381
LogisticRegression;13;1.0;1.0;1.0;[[4]];KNN+LOD;NSAF;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];KNN+LOD;NSAF;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];KNN+LOD;NSAF;PXD000529
LGBMClassifier;13;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";KNN+LOD;NSAF;PXD000529
LogisticRegression;13;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 0 1]
 [0 0 0 0]]";KNN+LOD;ComBat;PXD000529
SVC;13;0.0;0.0;0.0;"[[0 0 0]
 [2 0 2]
 [0 0 0]]";KNN+LOD;ComBat;PXD000529
RandomForestClassifier;13;0.0;0.0;0.0;"[[0 0 0]
 [0 0 0]
 [3 1 0]]";KNN+LOD;ComBat;PXD000529
LGBMClassifier;13;0.25;0.1;0.4;"[[0 0 0 0]
 [1 1 1 1]
 [0 0 0 0]
 [0 0 0 0]]";KNN+LOD;ComBat;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD000529
LGBMClassifier;13;1.0;1.0;1.0;[[4]];KNN+LOD;Quantile;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];KNN+LOD;Median Norm;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];KNN+LOD;Median Norm;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];KNN+LOD;Median Norm;PXD000529
LGBMClassifier;13;0.75;0.4285714285714285;0.8571428571428571;"[[3 1]
 [0 0]]";KNN+LOD;Median Norm;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];PCA+LOD;NSAF;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];PCA+LOD;NSAF;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];PCA+LOD;NSAF;PXD000529
LGBMClassifier;13;1.0;1.0;1.0;[[4]];PCA+LOD;NSAF;PXD000529
LogisticRegression;13;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA+LOD;ComBat;PXD000529
SVC;13;0.0;0.0;0.0;"[[0 0 0]
 [3 0 1]
 [0 0 0]]";PCA+LOD;ComBat;PXD000529
RandomForestClassifier;13;0.0;0.0;0.0;"[[0 0]
 [4 0]]";PCA+LOD;ComBat;PXD000529
LGBMClassifier;13;0.25;0.1333333333333333;0.4;"[[0 0 0]
 [2 1 1]
 [0 0 0]]";PCA+LOD;ComBat;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];PCA+LOD;Quantile;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];PCA+LOD;Quantile;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];PCA+LOD;Quantile;PXD000529
LGBMClassifier;13;1.0;1.0;1.0;[[4]];PCA+LOD;Quantile;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];PCA+LOD;Median Norm;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];PCA+LOD;Median Norm;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];PCA+LOD;Median Norm;PXD000529
LGBMClassifier;13;0.5;0.2222222222222222;0.6666666666666666;"[[0 0 0]
 [1 2 1]
 [0 0 0]]";PCA+LOD;Median Norm;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD000529
LGBMClassifier;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;NSAF;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;ComBat;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;ComBat;PXD000529
RandomForestClassifier;13;0.5;0.3333333333333333;0.6666666666666666;"[[0 0]
 [2 2]]";Shifted Gaussian;ComBat;PXD000529
LGBMClassifier;13;0.25;0.1333333333333333;0.4;"[[1 1 2]
 [0 0 0]
 [0 0 0]]";Shifted Gaussian;ComBat;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD000529
LGBMClassifier;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Quantile;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD000529
LGBMClassifier;13;1.0;1.0;1.0;[[4]];Shifted Gaussian;Median Norm;PXD000529
LogisticRegression;13;0.25;0.1;0.4;"[[0 0 0 0]
 [1 1 1 1]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;NSAF;PXD000529
SVC;13;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;NSAF;PXD000529
RandomForestClassifier;13;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [1 1 0 2]
 [0 0 0 0]]";KNNImpute;NSAF;PXD000529
LGBMClassifier;13;0.25;0.1;0.4;"[[0 0 0 0]
 [1 1 1 1]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;NSAF;PXD000529
LogisticRegression;13;0.0;0.0;0.0;"[[0 1 1 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;ComBat;PXD000529
SVC;13;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;ComBat;PXD000529
RandomForestClassifier;13;0.0;0.0;0.0;"[[0 0 0 0]
 [0 0 0 0]
 [2 1 0 1]
 [0 0 0 0]]";KNNImpute;ComBat;PXD000529
LGBMClassifier;13;0.0;0.0;0.0;"[[0 0 0]
 [3 0 1]
 [0 0 0]]";KNNImpute;ComBat;PXD000529
LogisticRegression;13;0.0;0.0;0.0;"[[0 0 0 0 0]
 [1 0 1 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;Quantile;PXD000529
SVC;13;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;Quantile;PXD000529
RandomForestClassifier;13;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [1 1 0 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;Quantile;PXD000529
LGBMClassifier;13;0.0;0.0;0.0;"[[0 0 0 0]
 [1 0 1 2]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;Quantile;PXD000529
LogisticRegression;13;0.0;0.0;0.0;"[[0 0 0 0 0]
 [0 0 0 0 0]
 [1 1 0 1 1]
 [0 0 0 0 0]
 [0 0 0 0 0]]";KNNImpute;Median Norm;PXD000529
SVC;13;0.0;0.0;0.0;"[[0 0]
 [4 0]]";KNNImpute;Median Norm;PXD000529
RandomForestClassifier;13;0.0;0.0;0.0;"[[0 2 2]
 [0 0 0]
 [0 0 0]]";KNNImpute;Median Norm;PXD000529
LGBMClassifier;13;0.0;0.0;0.0;"[[0 0 0 0]
 [1 0 2 1]
 [0 0 0 0]
 [0 0 0 0]]";KNNImpute;Median Norm;PXD000529
LogisticRegression;13;1.0;1.0;1.0;[[4]];PCA;NSAF;PXD000529
SVC;13;1.0;1.0;1.0;[[4]];PCA;NSAF;PXD000529
RandomForestClassifier;13;1.0;1.0;1.0;[[4]];PCA;NSAF;PXD000529
